state,district,date,sex,age,ethnicity,population
Johor,Batu Pahat,2020/1/1,both,overall,overall,495.3
Johor,Batu Pahat,2020/1/1,female,overall,overall,233.7
Johor,Batu Pahat,2020/1/1,male,overall,overall,261.6
Johor,Johor Bahru,2020/1/1,both,overall,overall,1711.2
Johor,Johor Bahru,2020/1/1,female,overall,overall,803.9
Johor,Johor Bahru,2020/1/1,male,overall,overall,907.3
Johor,Kluang,2020/1/1,both,overall,overall,323.8
Johor,Kluang,2020/1/1,female,overall,overall,144.4
Johor,Kluang,2020/1/1,male,overall,overall,179.3
Johor,Kota Tinggi,2020/1/1,both,overall,overall,222.4
Johor,Kota Tinggi,2020/1/1,female,overall,overall,104
Johor,Kota Tinggi,2020/1/1,male,overall,overall,118.4
Johor,Kulai,2020/1/1,both,overall,overall,329.5
Johor,Kulai,2020/1/1,female,overall,overall,151.8
Johor,Kulai,2020/1/1,male,overall,overall,177.7
Johor,Mersing,2020/1/1,both,overall,overall,78.2
Johor,Mersing,2020/1/1,female,overall,overall,36.3
Johor,Mersing,2020/1/1,male,overall,overall,41.9
Johor,Muar,2020/1/1,both,overall,overall,314.8
Johor,Muar,2020/1/1,female,overall,overall,141.5
Johor,Muar,2020/1/1,male,overall,overall,173.3
Johor,Pontian,2020/1/1,both,overall,overall,173.3
Johor,Pontian,2020/1/1,female,overall,overall,80.1
Johor,Pontian,2020/1/1,male,overall,overall,93.2
Johor,Segamat,2020/1/1,both,overall,overall,197.8
Johor,Segamat,2020/1/1,female,overall,overall,94.6
Johor,Segamat,2020/1/1,male,overall,overall,103.2
Johor,Tangkak,2020/1/1,both,overall,overall,163.4
Johor,Tangkak,2020/1/1,female,overall,overall,78.2
Johor,Tangkak,2020/1/1,male,overall,overall,85.2
Kedah,Baling,2020/1/1,both,overall,overall,142.6
Kedah,Baling,2020/1/1,female,overall,overall,69.5
Kedah,Baling,2020/1/1,male,overall,overall,73.1
Kedah,Bandar Baharu,2020/1/1,both,overall,overall,44.4
Kedah,Bandar Baharu,2020/1/1,female,overall,overall,21.7
Kedah,Bandar Baharu,2020/1/1,male,overall,overall,22.7
Kedah,Kota Setar,2020/1/1,both,overall,overall,374.1
Kedah,Kota Setar,2020/1/1,female,overall,overall,187.9
Kedah,Kota Setar,2020/1/1,male,overall,overall,186.1
Kedah,Kuala Muda,2020/1/1,both,overall,overall,545
Kedah,Kuala Muda,2020/1/1,female,overall,overall,265
Kedah,Kuala Muda,2020/1/1,male,overall,overall,280
Kedah,Kubang Pasu,2020/1/1,both,overall,overall,237.8
Kedah,Kubang Pasu,2020/1/1,female,overall,overall,120.4
Kedah,Kubang Pasu,2020/1/1,male,overall,overall,117.3
Kedah,Kulim,2020/1/1,both,overall,overall,337.7
Kedah,Kulim,2020/1/1,female,overall,overall,164.7
Kedah,Kulim,2020/1/1,male,overall,overall,173
Kedah,Langkawi,2020/1/1,both,overall,overall,94.1
Kedah,Langkawi,2020/1/1,female,overall,overall,45.4
Kedah,Langkawi,2020/1/1,male,overall,overall,48.7
Kedah,Padang Terap,2020/1/1,both,overall,overall,65.7
Kedah,Padang Terap,2020/1/1,female,overall,overall,31.5
Kedah,Padang Terap,2020/1/1,male,overall,overall,34.2
Kedah,Pendang,2020/1/1,both,overall,overall,98.9
Kedah,Pendang,2020/1/1,female,overall,overall,46.4
Kedah,Pendang,2020/1/1,male,overall,overall,52.5
Kedah,Pokok Sena,2020/1/1,both,overall,overall,49.8
Kedah,Pokok Sena,2020/1/1,female,overall,overall,22.6
Kedah,Pokok Sena,2020/1/1,male,overall,overall,27.2
Kedah,Sik,2020/1/1,both,overall,overall,67.9
Kedah,Sik,2020/1/1,female,overall,overall,33.3
Kedah,Sik,2020/1/1,male,overall,overall,34.7
Kedah,Yan,2020/1/1,both,overall,overall,73.4
Kedah,Yan,2020/1/1,female,overall,overall,35.7
Kedah,Yan,2020/1/1,male,overall,overall,37.7
Kelantan,Bachok,2020/1/1,both,overall,overall,157.3
Kelantan,Bachok,2020/1/1,female,overall,overall,81.1
Kelantan,Bachok,2020/1/1,male,overall,overall,76.2
Kelantan,Gua Musang,2020/1/1,both,overall,overall,101.9
Kelantan,Gua Musang,2020/1/1,female,overall,overall,47.1
Kelantan,Gua Musang,2020/1/1,male,overall,overall,54.7
Kelantan,Jeli,2020/1/1,both,overall,overall,54.7
Kelantan,Jeli,2020/1/1,female,overall,overall,27.3
Kelantan,Jeli,2020/1/1,male,overall,overall,27.4
Kelantan,Kecil Lojing,2020/1/1,both,overall,overall,10.6
Kelantan,Kecil Lojing,2020/1/1,female,overall,overall,5.1
Kelantan,Kecil Lojing,2020/1/1,male,overall,overall,5.5
Kelantan,Kota Bharu,2020/1/1,both,overall,overall,555.8
Kelantan,Kota Bharu,2020/1/1,female,overall,overall,278
Kelantan,Kota Bharu,2020/1/1,male,overall,overall,277.8
Kelantan,Kuala Krai,2020/1/1,both,overall,overall,105
Kelantan,Kuala Krai,2020/1/1,female,overall,overall,52.1
Kelantan,Kuala Krai,2020/1/1,male,overall,overall,52.9
Kelantan,Machang,2020/1/1,both,overall,overall,110
Kelantan,Machang,2020/1/1,female,overall,overall,55.3
Kelantan,Machang,2020/1/1,male,overall,overall,54.7
Kelantan,Pasir Mas,2020/1/1,both,overall,overall,230.4
Kelantan,Pasir Mas,2020/1/1,female,overall,overall,113.7
Kelantan,Pasir Mas,2020/1/1,male,overall,overall,116.8
Kelantan,Pasir Puteh,2020/1/1,both,overall,overall,136.2
Kelantan,Pasir Puteh,2020/1/1,female,overall,overall,68.7
Kelantan,Pasir Puteh,2020/1/1,male,overall,overall,67.4
Kelantan,Tanah Merah,2020/1/1,both,overall,overall,150.8
Kelantan,Tanah Merah,2020/1/1,female,overall,overall,73.3
Kelantan,Tanah Merah,2020/1/1,male,overall,overall,77.5
Kelantan,Tumpat,2020/1/1,both,overall,overall,179.9
Kelantan,Tumpat,2020/1/1,female,overall,overall,90.8
Kelantan,Tumpat,2020/1/1,male,overall,overall,89.2
Melaka,Alor Gajah,2020/1/1,both,overall,overall,249.4
Melaka,Alor Gajah,2020/1/1,female,overall,overall,120.6
Melaka,Alor Gajah,2020/1/1,male,overall,overall,128.8
Melaka,Jasin,2020/1/1,both,overall,overall,151.9
Melaka,Jasin,2020/1/1,female,overall,overall,70.2
Melaka,Jasin,2020/1/1,male,overall,overall,81.8
Melaka,Melaka Tengah,2020/1/1,both,overall,overall,597.1
Melaka,Melaka Tengah,2020/1/1,female,overall,overall,282.7
Melaka,Melaka Tengah,2020/1/1,male,overall,overall,314.4
Negeri Sembilan,Jelebu,2020/1/1,both,overall,overall,46.1
Negeri Sembilan,Jelebu,2020/1/1,female,overall,overall,21
Negeri Sembilan,Jelebu,2020/1/1,male,overall,overall,25
Negeri Sembilan,Jempol,2020/1/1,both,overall,overall,127.2
Negeri Sembilan,Jempol,2020/1/1,female,overall,overall,61.4
Negeri Sembilan,Jempol,2020/1/1,male,overall,overall,65.8
Negeri Sembilan,Kuala Pilah,2020/1/1,both,overall,overall,70.3
Negeri Sembilan,Kuala Pilah,2020/1/1,female,overall,overall,34.3
Negeri Sembilan,Kuala Pilah,2020/1/1,male,overall,overall,36
Negeri Sembilan,Port Dickson,2020/1/1,both,overall,overall,128.7
Negeri Sembilan,Port Dickson,2020/1/1,female,overall,overall,60.4
Negeri Sembilan,Port Dickson,2020/1/1,male,overall,overall,68.3
Negeri Sembilan,Rembau,2020/1/1,both,overall,overall,47.3
Negeri Sembilan,Rembau,2020/1/1,female,overall,overall,23.3
Negeri Sembilan,Rembau,2020/1/1,male,overall,overall,24
Negeri Sembilan,Seremban,2020/1/1,both,overall,overall,692.3
Negeri Sembilan,Seremban,2020/1/1,female,overall,overall,334.2
Negeri Sembilan,Seremban,2020/1/1,male,overall,overall,358.1
Negeri Sembilan,Tampin,2020/1/1,both,overall,overall,88.1
Negeri Sembilan,Tampin,2020/1/1,female,overall,overall,41.3
Negeri Sembilan,Tampin,2020/1/1,male,overall,overall,46.8
Pahang,Bentong,2020/1/1,both,overall,overall,116.8
Pahang,Bentong,2020/1/1,female,overall,overall,50.6
Pahang,Bentong,2020/1/1,male,overall,overall,66.2
Pahang,Bera,2020/1/1,both,overall,overall,98.1
Pahang,Bera,2020/1/1,female,overall,overall,45.7
Pahang,Bera,2020/1/1,male,overall,overall,52.4
Pahang,Cameron Highlands,2020/1/1,both,overall,overall,39
Pahang,Cameron Highlands,2020/1/1,female,overall,overall,16.8
Pahang,Cameron Highlands,2020/1/1,male,overall,overall,22.2
Pahang,Jerantut,2020/1/1,both,overall,overall,96
Pahang,Jerantut,2020/1/1,female,overall,overall,44.9
Pahang,Jerantut,2020/1/1,male,overall,overall,51.1
Pahang,Kuantan,2020/1/1,both,overall,overall,548
Pahang,Kuantan,2020/1/1,female,overall,overall,262.8
Pahang,Kuantan,2020/1/1,male,overall,overall,285.2
Pahang,Lipis,2020/1/1,both,overall,overall,96.6
Pahang,Lipis,2020/1/1,female,overall,overall,45.4
Pahang,Lipis,2020/1/1,male,overall,overall,51.2
Pahang,Maran,2020/1/1,both,overall,overall,112.3
Pahang,Maran,2020/1/1,female,overall,overall,53.6
Pahang,Maran,2020/1/1,male,overall,overall,58.7
Pahang,Pekan,2020/1/1,both,overall,overall,121.2
Pahang,Pekan,2020/1/1,female,overall,overall,55.8
Pahang,Pekan,2020/1/1,male,overall,overall,65.4
Pahang,Raub,2020/1/1,both,overall,overall,96.1
Pahang,Raub,2020/1/1,female,overall,overall,45.2
Pahang,Raub,2020/1/1,male,overall,overall,50.9
Pahang,Rompin,2020/1/1,both,overall,overall,98.1
Pahang,Rompin,2020/1/1,female,overall,overall,44.6
Pahang,Rompin,2020/1/1,male,overall,overall,53.5
Pahang,Temerloh,2020/1/1,both,overall,overall,169
Pahang,Temerloh,2020/1/1,female,overall,overall,81.7
Pahang,Temerloh,2020/1/1,male,overall,overall,87.3
Perak,Bagan Datuk,2020/1/1,both,overall,overall,82.8
Perak,Bagan Datuk,2020/1/1,female,overall,overall,36.9
Perak,Bagan Datuk,2020/1/1,male,overall,overall,45.9
Perak,Batang Padang,2020/1/1,both,overall,overall,124
Perak,Batang Padang,2020/1/1,female,overall,overall,57.1
Perak,Batang Padang,2020/1/1,male,overall,overall,66.9
Perak,Hilir Perak,2020/1/1,both,overall,overall,142
Perak,Hilir Perak,2020/1/1,female,overall,overall,66.1
Perak,Hilir Perak,2020/1/1,male,overall,overall,75.9
Perak,Hulu Perak,2020/1/1,both,overall,overall,95.1
Perak,Hulu Perak,2020/1/1,female,overall,overall,45.7
Perak,Hulu Perak,2020/1/1,male,overall,overall,49.4
Perak,Kampar,2020/1/1,both,overall,overall,98.7
Perak,Kampar,2020/1/1,female,overall,overall,48.2
Perak,Kampar,2020/1/1,male,overall,overall,50.5
Perak,Kerian,2020/1/1,both,overall,overall,166.4
Perak,Kerian,2020/1/1,female,overall,overall,80.7
Perak,Kerian,2020/1/1,male,overall,overall,85.7
Perak,Kinta,2020/1/1,both,overall,overall,888.8
Perak,Kinta,2020/1/1,female,overall,overall,427.9
Perak,Kinta,2020/1/1,male,overall,overall,460.8
Perak,Kuala Kangsar,2020/1/1,both,overall,overall,176.1
Perak,Kuala Kangsar,2020/1/1,female,overall,overall,86.7
Perak,Kuala Kangsar,2020/1/1,male,overall,overall,89.3
Perak,Larut Dan Matang,2020/1/1,both,overall,overall,269.6
Perak,Larut Dan Matang,2020/1/1,female,overall,overall,129.8
Perak,Larut Dan Matang,2020/1/1,male,overall,overall,139.8
Perak,Manjung,2020/1/1,both,overall,overall,247
Perak,Manjung,2020/1/1,female,overall,overall,113.9
Perak,Manjung,2020/1/1,male,overall,overall,133.1
Perak,Muallim,2020/1/1,both,overall,overall,76.7
Perak,Muallim,2020/1/1,female,overall,overall,40
Perak,Muallim,2020/1/1,male,overall,overall,36.7
Perak,Perak Tengah,2020/1/1,both,overall,overall,94.6
Perak,Perak Tengah,2020/1/1,female,overall,overall,45.8
Perak,Perak Tengah,2020/1/1,male,overall,overall,48.8
Perak,Selama,2020/1/1,both,overall,overall,34.4
Perak,Selama,2020/1/1,female,overall,overall,17
Perak,Selama,2020/1/1,male,overall,overall,17.4
Perlis,Perlis,2020/1/1,both,overall,overall,284.9
Perlis,Perlis,2020/1/1,female,overall,overall,142.5
Perlis,Perlis,2020/1/1,male,overall,overall,142.3
Pulau Pinang,Barat Daya,2020/1/1,both,overall,overall,237.7
Pulau Pinang,Barat Daya,2020/1/1,female,overall,overall,117.5
Pulau Pinang,Barat Daya,2020/1/1,male,overall,overall,120.2
Pulau Pinang,Seberang Perai Selatan,2020/1/1,both,overall,overall,184
Pulau Pinang,Seberang Perai Selatan,2020/1/1,female,overall,overall,91.2
Pulau Pinang,Seberang Perai Selatan,2020/1/1,male,overall,overall,92.8
Pulau Pinang,Seberang Perai Tengah,2020/1/1,both,overall,overall,423
Pulau Pinang,Seberang Perai Tengah,2020/1/1,female,overall,overall,198.3
Pulau Pinang,Seberang Perai Tengah,2020/1/1,male,overall,overall,224.7
Pulau Pinang,Seberang Perai Utara,2020/1/1,both,overall,overall,339.1
Pulau Pinang,Seberang Perai Utara,2020/1/1,female,overall,overall,166.6
Pulau Pinang,Seberang Perai Utara,2020/1/1,male,overall,overall,172.4
Pulau Pinang,Timur Laut,2020/1/1,both,overall,overall,556.6
Pulau Pinang,Timur Laut,2020/1/1,female,overall,overall,274.1
Pulau Pinang,Timur Laut,2020/1/1,male,overall,overall,282.4
Sabah,Beaufort,2020/1/1,both,overall,overall,75.7
Sabah,Beaufort,2020/1/1,female,overall,overall,37
Sabah,Beaufort,2020/1/1,male,overall,overall,38.8
Sabah,Beluran,2020/1/1,both,overall,overall,77.1
Sabah,Beluran,2020/1/1,female,overall,overall,35.5
Sabah,Beluran,2020/1/1,male,overall,overall,41.7
Sabah,Kalabakan,2020/1/1,both,overall,overall,48.2
Sabah,Kalabakan,2020/1/1,female,overall,overall,21.7
Sabah,Kalabakan,2020/1/1,male,overall,overall,26.5
Sabah,Keningau,2020/1/1,both,overall,overall,150.9
Sabah,Keningau,2020/1/1,female,overall,overall,73
Sabah,Keningau,2020/1/1,male,overall,overall,78
Sabah,Kinabatangan,2020/1/1,both,overall,overall,143.1
Sabah,Kinabatangan,2020/1/1,female,overall,overall,63.5
Sabah,Kinabatangan,2020/1/1,male,overall,overall,79.6
Sabah,Kota Belud,2020/1/1,both,overall,overall,107.2
Sabah,Kota Belud,2020/1/1,female,overall,overall,53.3
Sabah,Kota Belud,2020/1/1,male,overall,overall,53.9
Sabah,Kota Kinabalu,2020/1/1,both,overall,overall,500.4
Sabah,Kota Kinabalu,2020/1/1,female,overall,overall,243.7
Sabah,Kota Kinabalu,2020/1/1,male,overall,overall,256.7
Sabah,Kota Marudu,2020/1/1,both,overall,overall,69.5
Sabah,Kota Marudu,2020/1/1,female,overall,overall,33.8
Sabah,Kota Marudu,2020/1/1,male,overall,overall,35.7
Sabah,Kuala Penyu,2020/1/1,both,overall,overall,23.7
Sabah,Kuala Penyu,2020/1/1,female,overall,overall,11.8
Sabah,Kuala Penyu,2020/1/1,male,overall,overall,11.9
Sabah,Kudat,2020/1/1,both,overall,overall,86.4
Sabah,Kudat,2020/1/1,female,overall,overall,42.5
Sabah,Kudat,2020/1/1,male,overall,overall,43.9
Sabah,Kunak,2020/1/1,both,overall,overall,68.9
Sabah,Kunak,2020/1/1,female,overall,overall,31.7
Sabah,Kunak,2020/1/1,male,overall,overall,37.2
Sabah,Lahad Datu,2020/1/1,both,overall,overall,229.1
Sabah,Lahad Datu,2020/1/1,female,overall,overall,107.3
Sabah,Lahad Datu,2020/1/1,male,overall,overall,121.8
Sabah,Nabawan,2020/1/1,both,overall,overall,28.3
Sabah,Nabawan,2020/1/1,female,overall,overall,13.3
Sabah,Nabawan,2020/1/1,male,overall,overall,15.1
Sabah,Papar,2020/1/1,both,overall,overall,150.7
Sabah,Papar,2020/1/1,female,overall,overall,71.9
Sabah,Papar,2020/1/1,male,overall,overall,78.8
Sabah,Penampang,2020/1/1,both,overall,overall,162.2
Sabah,Penampang,2020/1/1,female,overall,overall,76.4
Sabah,Penampang,2020/1/1,male,overall,overall,85.8
Sabah,Pitas,2020/1/1,both,overall,overall,36.7
Sabah,Pitas,2020/1/1,female,overall,overall,17.7
Sabah,Pitas,2020/1/1,male,overall,overall,18.9
Sabah,Putatan,2020/1/1,both,overall,overall,68.8
Sabah,Putatan,2020/1/1,female,overall,overall,33.2
Sabah,Putatan,2020/1/1,male,overall,overall,35.6
Sabah,Ranau,2020/1/1,both,overall,overall,85.1
Sabah,Ranau,2020/1/1,female,overall,overall,41.1
Sabah,Ranau,2020/1/1,male,overall,overall,44
Sabah,Sandakan,2020/1/1,both,overall,overall,439.1
Sabah,Sandakan,2020/1/1,female,overall,overall,213
Sabah,Sandakan,2020/1/1,male,overall,overall,226
Sabah,Semporna,2020/1/1,both,overall,overall,166.6
Sabah,Semporna,2020/1/1,female,overall,overall,81.2
Sabah,Semporna,2020/1/1,male,overall,overall,85.4
Sabah,Sipitang,2020/1/1,both,overall,overall,37.8
Sabah,Sipitang,2020/1/1,female,overall,overall,18.2
Sabah,Sipitang,2020/1/1,male,overall,overall,19.7
Sabah,Tambunan,2020/1/1,both,overall,overall,31.6
Sabah,Tambunan,2020/1/1,female,overall,overall,15.5
Sabah,Tambunan,2020/1/1,male,overall,overall,16.1
Sabah,Tawau,2020/1/1,both,overall,overall,372.6
Sabah,Tawau,2020/1/1,female,overall,overall,178.3
Sabah,Tawau,2020/1/1,male,overall,overall,194.3
Sabah,Telupid,2020/1/1,both,overall,overall,29.2
Sabah,Telupid,2020/1/1,female,overall,overall,13.2
Sabah,Telupid,2020/1/1,male,overall,overall,16
Sabah,Tenom,2020/1/1,both,overall,overall,51.3
Sabah,Tenom,2020/1/1,female,overall,overall,25
Sabah,Tenom,2020/1/1,male,overall,overall,26.4
Sabah,Tongod,2020/1/1,both,overall,overall,42.7
Sabah,Tongod,2020/1/1,female,overall,overall,19.6
Sabah,Tongod,2020/1/1,male,overall,overall,23.1
Sabah,Tuaran,2020/1/1,both,overall,overall,135.7
Sabah,Tuaran,2020/1/1,female,overall,overall,66.8
Sabah,Tuaran,2020/1/1,male,overall,overall,68.9
Sarawak,Asajaya,2020/1/1,both,overall,overall,33.6
Sarawak,Asajaya,2020/1/1,female,overall,overall,16.5
Sarawak,Asajaya,2020/1/1,male,overall,overall,17.1
Sarawak,Bau,2020/1/1,both,overall,overall,52.6
Sarawak,Bau,2020/1/1,female,overall,overall,25.3
Sarawak,Bau,2020/1/1,male,overall,overall,27.3
Sarawak,Belaga,2020/1/1,both,overall,overall,22.5
Sarawak,Belaga,2020/1/1,female,overall,overall,9.5
Sarawak,Belaga,2020/1/1,male,overall,overall,13
Sarawak,Beluru,2020/1/1,both,overall,overall,28.7
Sarawak,Beluru,2020/1/1,female,overall,overall,13.3
Sarawak,Beluru,2020/1/1,male,overall,overall,15.4
Sarawak,Betong,2020/1/1,both,overall,overall,36.3
Sarawak,Betong,2020/1/1,female,overall,overall,17.4
Sarawak,Betong,2020/1/1,male,overall,overall,18.9
Sarawak,Bintulu,2020/1/1,both,overall,overall,178.6
Sarawak,Bintulu,2020/1/1,female,overall,overall,81.9
Sarawak,Bintulu,2020/1/1,male,overall,overall,96.7
Sarawak,Bukit Mabong,2020/1/1,both,overall,overall,10.2
Sarawak,Bukit Mabong,2020/1/1,female,overall,overall,4
Sarawak,Bukit Mabong,2020/1/1,male,overall,overall,6.2
Sarawak,Dalat,2020/1/1,both,overall,overall,21.1
Sarawak,Dalat,2020/1/1,female,overall,overall,10.2
Sarawak,Dalat,2020/1/1,male,overall,overall,10.9
Sarawak,Daro,2020/1/1,both,overall,overall,19.5
Sarawak,Daro,2020/1/1,female,overall,overall,8.9
Sarawak,Daro,2020/1/1,male,overall,overall,10.5
Sarawak,Julau,2020/1/1,both,overall,overall,15.3
Sarawak,Julau,2020/1/1,female,overall,overall,7.7
Sarawak,Julau,2020/1/1,male,overall,overall,7.6
Sarawak,Kabong,2020/1/1,both,overall,overall,18.4
Sarawak,Kabong,2020/1/1,female,overall,overall,9.1
Sarawak,Kabong,2020/1/1,male,overall,overall,9.3
Sarawak,Kanowit,2020/1/1,both,overall,overall,24.7
Sarawak,Kanowit,2020/1/1,female,overall,overall,12.4
Sarawak,Kanowit,2020/1/1,male,overall,overall,12.3
Sarawak,Kapit,2020/1/1,both,overall,overall,36
Sarawak,Kapit,2020/1/1,female,overall,overall,17.9
Sarawak,Kapit,2020/1/1,male,overall,overall,18.1
Sarawak,Kuching,2020/1/1,both,overall,overall,609.2
Sarawak,Kuching,2020/1/1,female,overall,overall,301.5
Sarawak,Kuching,2020/1/1,male,overall,overall,307.7
Sarawak,Lawas,2020/1/1,both,overall,overall,36.6
Sarawak,Lawas,2020/1/1,female,overall,overall,17.9
Sarawak,Lawas,2020/1/1,male,overall,overall,18.7
Sarawak,Limbang,2020/1/1,both,overall,overall,45.1
Sarawak,Limbang,2020/1/1,female,overall,overall,21.9
Sarawak,Limbang,2020/1/1,male,overall,overall,23.2
Sarawak,Lubok Antu,2020/1/1,both,overall,overall,24.6
Sarawak,Lubok Antu,2020/1/1,female,overall,overall,12.1
Sarawak,Lubok Antu,2020/1/1,male,overall,overall,12.5
Sarawak,Lundu,2020/1/1,both,overall,overall,33.5
Sarawak,Lundu,2020/1/1,female,overall,overall,15.5
Sarawak,Lundu,2020/1/1,male,overall,overall,18
Sarawak,Maradong,2020/1/1,both,overall,overall,20.3
Sarawak,Maradong,2020/1/1,female,overall,overall,10.2
Sarawak,Maradong,2020/1/1,male,overall,overall,10.1
Sarawak,Marudi,2020/1/1,both,overall,overall,18.8
Sarawak,Marudi,2020/1/1,female,overall,overall,8.7
Sarawak,Marudi,2020/1/1,male,overall,overall,10.1
Sarawak,Matu,2020/1/1,both,overall,overall,16.3
Sarawak,Matu,2020/1/1,female,overall,overall,7.5
Sarawak,Matu,2020/1/1,male,overall,overall,8.8
Sarawak,Miri,2020/1/1,both,overall,overall,248.9
Sarawak,Miri,2020/1/1,female,overall,overall,118.3
Sarawak,Miri,2020/1/1,male,overall,overall,130.5
Sarawak,Mukah,2020/1/1,both,overall,overall,42.3
Sarawak,Mukah,2020/1/1,female,overall,overall,19.9
Sarawak,Mukah,2020/1/1,male,overall,overall,22.4
Sarawak,Pakan,2020/1/1,both,overall,overall,15.5
Sarawak,Pakan,2020/1/1,female,overall,overall,7.3
Sarawak,Pakan,2020/1/1,male,overall,overall,8.2
Sarawak,Pusa,2020/1/1,both,overall,overall,19.6
Sarawak,Pusa,2020/1/1,female,overall,overall,9.5
Sarawak,Pusa,2020/1/1,male,overall,overall,10.1
Sarawak,Samarahan,2020/1/1,both,overall,overall,128.3
Sarawak,Samarahan,2020/1/1,female,overall,overall,66.1
Sarawak,Samarahan,2020/1/1,male,overall,overall,62.2
Sarawak,Saratok,2020/1/1,both,overall,overall,23.1
Sarawak,Saratok,2020/1/1,female,overall,overall,11.7
Sarawak,Saratok,2020/1/1,male,overall,overall,11.4
Sarawak,Sarikei,2020/1/1,both,overall,overall,44
Sarawak,Sarikei,2020/1/1,female,overall,overall,21.9
Sarawak,Sarikei,2020/1/1,male,overall,overall,22.1
Sarawak,Sebauh,2020/1/1,both,overall,overall,29.6
Sarawak,Sebauh,2020/1/1,female,overall,overall,12.8
Sarawak,Sebauh,2020/1/1,male,overall,overall,16.8
Sarawak,Selangau,2020/1/1,both,overall,overall,19.8
Sarawak,Selangau,2020/1/1,female,overall,overall,9.6
Sarawak,Selangau,2020/1/1,male,overall,overall,10.2
Sarawak,Serian,2020/1/1,both,overall,overall,85.3
Sarawak,Serian,2020/1/1,female,overall,overall,41.5
Sarawak,Serian,2020/1/1,male,overall,overall,43.8
Sarawak,Sibu,2020/1/1,both,overall,overall,248.1
Sarawak,Sibu,2020/1/1,female,overall,overall,120.2
Sarawak,Sibu,2020/1/1,male,overall,overall,127.8
Sarawak,Simunjan,2020/1/1,both,overall,overall,36.2
Sarawak,Simunjan,2020/1/1,female,overall,overall,17.1
Sarawak,Simunjan,2020/1/1,male,overall,overall,19.1
Sarawak,Song,2020/1/1,both,overall,overall,10
Sarawak,Song,2020/1/1,female,overall,overall,5.1
Sarawak,Song,2020/1/1,male,overall,overall,4.9
Sarawak,Sri Aman,2020/1/1,both,overall,overall,61.2
Sarawak,Sri Aman,2020/1/1,female,overall,overall,29.5
Sarawak,Sri Aman,2020/1/1,male,overall,overall,31.7
Sarawak,Subis,2020/1/1,both,overall,overall,57.3
Sarawak,Subis,2020/1/1,female,overall,overall,25.4
Sarawak,Subis,2020/1/1,male,overall,overall,31.9
Sarawak,Tanjung Manis,2020/1/1,both,overall,overall,7.9
Sarawak,Tanjung Manis,2020/1/1,female,overall,overall,3.7
Sarawak,Tanjung Manis,2020/1/1,male,overall,overall,4.2
Sarawak,Tatau,2020/1/1,both,overall,overall,31.9
Sarawak,Tatau,2020/1/1,female,overall,overall,14.4
Sarawak,Tatau,2020/1/1,male,overall,overall,17.5
Sarawak,Tebedu,2020/1/1,both,overall,overall,25.2
Sarawak,Tebedu,2020/1/1,female,overall,overall,12.4
Sarawak,Tebedu,2020/1/1,male,overall,overall,12.8
Sarawak,Telang Usan,2020/1/1,both,overall,overall,17.4
Sarawak,Telang Usan,2020/1/1,female,overall,overall,8.1
Sarawak,Telang Usan,2020/1/1,male,overall,overall,9.3
Selangor,Gombak,2020/1/1,both,overall,overall,942.4
Selangor,Gombak,2020/1/1,female,overall,overall,450.6
Selangor,Gombak,2020/1/1,male,overall,overall,491.8
Selangor,Klang,2020/1/1,both,overall,overall,1088.9
Selangor,Klang,2020/1/1,female,overall,overall,498.2
Selangor,Klang,2020/1/1,male,overall,overall,590.7
Selangor,Kuala Langat,2020/1/1,both,overall,overall,307.4
Selangor,Kuala Langat,2020/1/1,female,overall,overall,146.1
Selangor,Kuala Langat,2020/1/1,male,overall,overall,161.4
Selangor,Kuala Selangor,2020/1/1,both,overall,overall,281.7
Selangor,Kuala Selangor,2020/1/1,female,overall,overall,137.6
Selangor,Kuala Selangor,2020/1/1,male,overall,overall,144.1
Selangor,Petaling,2020/1/1,both,overall,overall,2298.1
Selangor,Petaling,2020/1/1,female,overall,overall,1076.6
Selangor,Petaling,2020/1/1,male,overall,overall,1221.5
Selangor,Sabak Bernam,2020/1/1,both,overall,overall,107.1
Selangor,Sabak Bernam,2020/1/1,female,overall,overall,51.3
Selangor,Sabak Bernam,2020/1/1,male,overall,overall,55.8
Selangor,Sepang,2020/1/1,both,overall,overall,325.2
Selangor,Sepang,2020/1/1,female,overall,overall,150.7
Selangor,Sepang,2020/1/1,male,overall,overall,174.6
Selangor,Ulu Langat,2020/1/1,both,overall,overall,1400.5
Selangor,Ulu Langat,2020/1/1,female,overall,overall,658.9
Selangor,Ulu Langat,2020/1/1,male,overall,overall,741.6
Selangor,Ulu Selangor,2020/1/1,both,overall,overall,243
Selangor,Ulu Selangor,2020/1/1,female,overall,overall,113.7
Selangor,Ulu Selangor,2020/1/1,male,overall,overall,129.3
Terengganu,Besut,2020/1/1,both,overall,overall,154.2
Terengganu,Besut,2020/1/1,female,overall,overall,75.7
Terengganu,Besut,2020/1/1,male,overall,overall,78.4
Terengganu,Dungun,2020/1/1,both,overall,overall,158.1
Terengganu,Dungun,2020/1/1,female,overall,overall,76.9
Terengganu,Dungun,2020/1/1,male,overall,overall,81.3
Terengganu,Hulu Terengganu,2020/1/1,both,overall,overall,69.9
Terengganu,Hulu Terengganu,2020/1/1,female,overall,overall,32.8
Terengganu,Hulu Terengganu,2020/1/1,male,overall,overall,37.1
Terengganu,Kemaman,2020/1/1,both,overall,overall,215.6
